property_id,floor_area_m2,energy_efficiency_score,walls_eff_score,roof_eff_score,windows_eff_score,mainheat_eff_score
P1768,73.0,70,3,4,4,4
P1110,63.0,62,4,4,4,4
P1429,82.0,61,1,4,4,4
P1146,67.0,73,4,5,3,4
P1115,65.0,83,4,4,4,4
P1189,48.0,57,4,4,3,1
P0256,90.0,66,1,4,3,4
P0045,74.0,63,3,1,4,4
P0335,63.0,90,5,4,4,4
P2420,57.0,75,3,4,4,4
P0819,69.0,72,4,5,3,4
P1021,64.0,74,4,4,4,4
P2437,71.0,63,4,1,4,4
P1721,97.0,77,1,5,4,4
P1121,82.0,66,3,4,4,4
P1754,64.0,73,4,4,4,4
P1831,81.0,65,1,5,3,4
P0361,79.0,63,1,4,2,4
P0878,66.0,65,3,4,3,4
P1106,84.0,60,1,4,1,4
P1034,104.0,52,1,1,4,4
P0842,68.0,17,1,4,4,1
P0984,82.0,58,1,1,4,4
P0349,79.0,70,4,3,2,4
P0611,67.0,69,3,4,4,4
P1487,89.0,70,4,4,4,4
P1335,78.0,71,4,5,3,4
P1764,73.0,68,4,5,3,4
P2233,59.0,71,4,5,3,4
P0957,86.0,66,4,4,4,4
P0035,72.0,54,1,4,1,4
P2295,62.0,64,4,4,4,4
P1791,107.0,66,1,4,2,4
P1917,64.0,72,1,5,3,4
P0417,86.0,72,4,4,4,4
P0526,110.0,71,2,4,3,4
P1090,104.0,62,1,3,3,4
P1751,84.0,72,4,5,3,4
P1232,105.0,67,4,4,2,4
P1793,79.0,61,1,5,2,4
P0609,69.0,68,3,4,3,4
P0425,86.0,58,2,3,2,4
P0065,63.0,72,4,3,3,4
P1568,92.0,61,4,4,2,3
P0974,90.0,71,4,4,4,4
P0392,55.0,60,1,3,3,4
P1782,88.0,82,3,4,4,4
P1516,67.0,69,4,5,3,4
P0114,79.0,68,3,4,4,4
P0787,45.0,60,1,1,4,4
P1330,72.0,71,4,4,4,4
P0489,110.0,60,1,1,4,4
P0632,186.0,73,4,4,3,4
P0969,74.0,69,2,5,3,4
P2206,41.0,76,3,4,4,4
P1657,63.0,70,4,4,4,4
P2353,57.0,73,4,3,2,4
P0368,67.0,65,3,4,3,4
P0018,78.0,75,1,4,2,4
P0333,115.0,69,3,4,4,4
P1639,74.0,70,4,3,3,4
P1020,72.0,64,2,4,2,4
P2419,59.0,72,4,4,2,3
P1609,92.0,81,1,4,3,4
P2025,44.0,71,4,4,4,4
P0572,66.0,66,3,4,4,4
P1356,91.0,52,1,1,3,4
P1977,43.0,62,1,4,4,4
P1813,80.0,43,1,4,3,4
P1441,75.0,70,4,4,4,4
P1723,86.0,74,3,4,4,4
P0636,91.0,20,4,1,2,2
P1070,66.0,68,3,4,3,4
P0191,67.0,70,3,5,4,4
P2470,45.0,64,4,4,4,1
P0840,91.0,74,3,5,2,4
P1839,90.0,67,4,1,3,4
P0043,86.0,69,1,4,4,4
P1991,48.0,80,3,4,4,4
P1786,122.0,66,1,3,3,4
P2479,109.0,57,2,2,3,3
P0678,79.0,70,4,5,3,4
P1769,88.0,70,4,5,3,4
P1111,70.0,75,4,5,3,4
P0390,79.0,67,4,3,3,4
P0206,67.0,66,3,4,3,4
P2079,62.0,70,4,4,3,4
P1211,85.0,77,4,4,4,4
P0691,81.0,71,4,4,4,4
P1744,73.0,50,1,3,2,4
P0186,66.0,74,4,5,4,4
P0972,83.0,77,4,4,4,4
P2257,45.0,66,3,3,4,4
P2044,62.0,64,4,4,4,4
P1702,73.0,73,4,4,4,4
P0938,90.0,58,1,3,2,4
P1337,63.0,75,3,4,4,4
P1128,63.0,69,4,2,3,4
P1729,64.0,73,4,4,4,4
P1798,73.0,68,3,2,4,4
P2106,46.0,69,4,4,4,4
P1990,60.0,68,4,5,3,4
P0605,67.0,66,3,4,4,4
P1291,66.0,74,4,4,3,4
P0659,68.0,67,3,4,4,4
P0570,80.0,83,4,4,4,4
P1526,76.0,58,1,1,4,4
P2012,63.0,68,4,4,4,4
P1447,64.0,82,4,4,4,4
P0505,85.0,74,4,4,3,4
P2360,50.0,81,4,5,3,3
P0115,66.0,67,3,4,4,4
P2131,75.0,68,4,4,4,4
P2464,48.0,64,1,1,3,4
P0748,129.0,76,4,4,4,4
P1400,69.0,65,3,4,4,4
P0170,72.0,66,3,4,4,4
P0920,63.0,71,4,4,4,4
P0861,113.0,72,4,4,4,4
P2329,53.0,77,3,4,4,4
P0212,63.0,72,4,3,3,4
P1773,67.0,65,3,4,3,4
P0103,63.0,64,1,4,3,4
P0070,47.0,38,4,3,3,1
P0915,52.0,74,2,3,4,4
P2105,48.0,79,4,5,2,4
P1728,92.0,77,5,4,4,4
P0741,79.0,74,3,5,4,4
P1376,98.0,54,3,3,4,3
P2172,61.0,70,4,4,4,4
P1033,67.0,70,3,4,4,4
P2372,45.0,75,4,3,3,4
P1367,60.0,58,1,5,2,4
P1089,78.0,57,3,1,4,4
P2212,52.0,68,3,3,4,4
P2073,59.0,72,5,4,3,4
P1598,145.0,45,1,1,4,4
P1162,66.0,76,3,4,3,4
P0715,63.0,73,1,4,3,4
P2442,53.0,66,1,4,4,4
P0914,87.0,72,4,4,3,3
P0560,67.0,59,2,1,3,4
P0096,84.0,71,4,4,3,4
P2466,34.0,75,4,5,4,4
P1921,82.0,73,5,4,2,4
P1386,81.0,83,3,4,3,4
P1876,108.0,58,1,4,3,4
P0308,78.0,63,1,4,3,4
P0072,69.0,71,4,3,3,4
P0471,75.0,70,2,3,4,4
P0120,69.0,79,4,5,3,4
P2237,43.0,82,3,4,4,4
P1084,89.0,62,1,3,3,4
P0992,65.0,69,3,4,4,4
P2084,45.0,84,3,4,4,4
P2428,58.0,76,3,4,4,4
P0149,66.0,70,2,4,3,4
P1436,88.0,66,2,4,3,4
P1109,69.0,72,3,4,4,4
P0301,89.0,78,5,3,2,4
P0466,87.0,62,4,1,4,4
P2377,67.0,64,1,4,2,3
P0685,82.0,55,1,4,4,4
P2370,45.0,71,3,4,4,4
P0832,75.0,83,4,5,4,4
P0101,69.0,76,4,4,4,4
P0939,84.0,75,4,4,4,4
P2494,94.0,62,2,1,3,4
P2492,95.0,61,2,3,2,4
P0755,76.0,32,4,3,2,1
P1448,88.0,67,3,4,4,4
P0171,84.0,66,1,3,2,4
P0476,68.0,77,4,4,3,4
P1150,106.0,72,1,5,3,4
P1620,86.0,57,1,1,4,4
P2104,61.0,68,4,4,4,4
P0447,97.0,71,4,4,3,4
P1290,100.0,75,4,4,3,4
P1985,50.0,72,4,5,3,4
P1462,77.0,66,4,4,3,4
P0298,183.0,57,1,3,3,4
P0420,51.0,60,1,3,2,4
P1647,167.0,77,3,5,4,4
P2234,50.0,74,4,4,3,4
P1655,105.0,67,4,4,4,4
P0535,82.0,74,1,5,3,4
P1577,68.0,63,1,1,4,4
P1807,67.0,67,3,4,4,4
P2023,46.0,76,4,5,4,4
P2343,47.0,66,4,2,3,3
P2261,59.0,72,4,5,3,4
P0352,90.0,65,4,4,2,3
P0558,69.0,71,3,4,4,4
P0838,75.0,64,1,4,2,4
P1138,81.0,65,3,4,4,4
P0542,101.0,72,5,4,4,4
P0935,69.0,81,4,3,3,4
P0354,82.0,65,1,4,4,4
P2122,44.0,68,3,4,4,4
P0594,106.0,67,2,1,4,4
P1962,77.0,67,4,4,4,4
P0413,103.0,69,1,5,2,4
P2342,96.0,69,2,3,2,4
P1926,59.0,62,1,4,4,4
P1982,62.0,66,4,4,4,4
P1012,88.0,62,4,3,3,4
P1372,72.0,64,1,3,2,4
P1706,75.0,65,1,4,3,4
P1312,142.0,69,1,4,4,4
P1626,104.0,64,1,3,2,4
P1341,76.0,63,3,1,4,4
P2097,54.0,73,5,5,3,4
P0727,98.0,60,1,3,3,4
P1354,69.0,64,1,4,4,4
P1809,82.0,72,4,4,2,4
P0892,88.0,75,4,4,4,4
P1787,115.0,41,1,1,3,4
P1612,76.0,60,3,3,3,4
P0549,63.0,65,3,4,4,4
P1260,68.0,67,3,4,4,4
P0903,103.0,28,1,1,3,3
P2496,35.0,62,2,1,3,4
P2379,24.0,72,4,4,3,1
P0997,78.0,70,4,5,3,4
P0331,91.0,73,4,5,2,4
P2005,54.0,67,4,5,3,4
P1853,78.0,67,2,4,3,4
P2392,54.0,72,2,5,2,4
P1182,63.0,68,3,4,4,4
P0037,83.0,70,4,4,3,4
P0011,84.0,68,3,4,4,4
P1975,57.0,68,2,4,3,4
P0519,86.0,69,4,4,4,4
P1130,83.0,68,3,4,4,4
P2303,43.0,74,3,4,4,4
P0642,77.0,66,1,4,2,4
P0288,59.0,59,1,5,1,4
P0369,83.0,74,4,4,3,4
P0988,74.0,65,3,5,4,4
P1700,71.0,67,3,4,4,4
P1173,64.0,79,2,4,4,4
P1187,102.0,59,3,1,3,4
P2452,41.0,69,1,3,1,4
P0836,92.0,66,2,4,3,4
P1359,67.0,70,4,3,3,4
P2070,117.0,73,4,3,2,4
P0887,69.0,65,3,3,4,4
P0536,79.0,65,1,4,3,4
P0044,67.0,64,3,4,3,4
P2043,43.0,69,5,4,3,4
P0327,119.0,89,3,4,3,4
P0494,88.0,66,4,5,3,4
P0442,67.0,68,4,5,2,4
P1127,65.0,64,3,4,3,4
P0757,64.0,73,4,4,4,4
P2134,43.0,81,3,4,4,4
P0099,79.0,65,1,3,4,4
P1741,99.0,32,3,1,3,4
P1302,132.0,82,5,4,4,4
P1928,56.0,66,4,5,2,4
P2495,65.0,68,4,4,2,3
P1849,76.0,71,3,4,4,4
P1920,66.0,67,4,5,3,4
P1017,113.0,74,4,4,4,4
P1071,81.0,66,2,2,3,4
P1578,86.0,67,3,4,4,4
P0192,85.0,72,3,4,4,4
P0891,155.0,73,4,4,3,4
P1427,71.0,59,1,5,2,4
P1363,67.0,73,4,4,3,4
P2247,53.0,71,4,4,3,4
P0742,77.0,71,4,5,4,4
P0937,76.0,65,1,4,3,4
P1294,85.0,70,4,5,4,4
P0871,68.0,68,3,4,4,4
P0453,117.0,70,3,4,4,4
P1503,85.0,60,1,1,3,4
P0207,89.0,52,1,4,4,4
P2285,50.0,69,4,4,3,4
P2263,61.0,70,4,4,4,4
P2265,69.0,67,4,4,3,4
P1349,63.0,69,4,4,4,4
P1043,89.0,57,1,3,3,3
P1634,64.0,84,4,4,4,4
P0637,85.0,70,3,4,4,4
P2482,109.0,73,3,4,4,4
P0158,76.0,54,2,3,1,4
P0706,99.0,65,3,4,4,4
P0418,84.0,75,4,4,4,4
P0217,67.0,71,3,4,4,4
P1988,69.0,70,4,4,4,4
P1418,95.0,64,1,1,4,4
P0229,82.0,53,3,4,3,4
P1040,67.0,67,3,4,4,4
P1910,158.0,79,5,3,4,4
P0552,67.0,71,3,4,4,4
P0174,69.0,74,4,4,4,4
P0690,69.0,77,4,4,4,4
P0584,57.0,71,4,5,3,4
P1169,48.0,69,3,3,3,4
P2414,69.0,69,1,5,3,4
P2215,45.0,80,3,4,4,4
P2439,73.0,72,4,4,3,4
P1850,90.0,65,3,3,4,3
P1332,85.0,67,3,4,4,4
P1306,115.0,79,4,5,3,4
P0047,66.0,68,1,5,3,4
P1804,81.0,69,2,4,3,4
P1316,89.0,71,4,5,4,4
P1916,43.0,77,4,4,3,4
P1222,69.0,67,3,4,4,4
P1126,75.0,87,5,4,4,4
P2349,41.0,80,4,4,3,4
P1824,85.0,75,4,4,3,4
P1817,59.0,74,4,4,3,4
P0271,102.0,61,2,3,3,4
P0351,63.0,70,4,4,4,4
P1976,61.0,67,4,4,4,4
P0285,151.0,71,4,2,4,4
P0660,105.0,72,4,4,3,4
P2291,51.0,66,4,4,3,4
P2260,39.0,71,3,4,4,4
P0290,85.0,81,4,4,4,4
P2411,79.0,67,1,3,3,4
P1923,67.0,65,3,3,4,4
P1175,69.0,67,4,2,2,4
P0860,63.0,61,3,1,4,4
P0601,75.0,62,1,5,3,4
P1352,69.0,73,4,4,3,4
P2120,39.0,69,3,4,4,4
P0032,66.0,77,3,4,4,4
P0946,82.0,38,1,5,2,3
P1058,67.0,69,3,4,4,4
P1689,70.0,56,1,4,4,4
P1993,43.0,66,4,3,4,4
P0518,95.0,55,1,4,4,4
P2164,48.0,95,3,4,3,4
P0193,137.0,69,3,3,3,4
P1347,57.0,73,4,4,3,4
P2425,56.0,72,2,4,3,4
P0100,66.0,71,1,4,3,4
P0663,85.0,72,4,4,4,4
P1241,82.0,70,3,4,4,4
P1261,67.0,65,3,4,4,4
P1924,52.0,72,1,4,2,4
P0121,67.0,72,1,4,4,4
P1530,98.0,59,1,3,3,4
P0502,74.0,79,1,5,3,4
P2325,40.0,70,4,5,3,4
P1025,120.0,70,4,4,2,4
P0393,82.0,63,3,1,4,4
P0524,125.0,57,1,5,3,4
P2395,21.0,59,3,1,3,1
P2129,61.0,70,4,4,4,4
P0311,65.0,70,3,4,4,4
P1502,78.0,59,1,4,4,4
P1000,67.0,67,3,4,4,4
P1688,66.0,65,3,4,4,4
P1319,76.0,71,1,4,3,4
P2195,61.0,68,4,4,4,4
P0203,67.0,63,4,4,4,4
P0485,81.0,80,3,4,4,4
P1266,159.0,75,1,5,3,4
P0150,117.0,74,4,5,3,4
P1616,71.0,67,2,5,3,4
P0576,64.0,71,4,4,4,4
P1614,63.0,70,4,4,4,4
P1314,74.0,67,1,4,4,4
P2489,143.0,64,1,5,1,4
P0016,62.0,71,1,4,3,4
P0851,84.0,58,2,4,3,4
P2152,58.0,69,4,4,3,4
P1870,62.0,69,1,4,4,4
P1983,61.0,61,5,1,3,4
P2434,61.0,78,4,4,4,4
P0701,66.0,71,1,3,4,4
P0801,62.0,72,4,4,3,4
P1749,66.0,71,3,4,4,4
P1606,66.0,64,1,1,4,4
P0811,85.0,61,2,4,3,4
P2267,62.0,65,4,4,4,4
P1650,93.0,67,3,2,3,4
P1023,113.0,71,4,4,4,4
P0973,80.0,82,5,4,4,4
P1280,83.0,65,1,4,4,4
P0901,85.0,64,4,4,3,4
P0586,98.0,56,1,4,4,4
P0394,80.0,70,1,4,3,4
P0557,63.0,70,4,4,4,4
P2028,89.0,72,4,4,4,4
P2423,60.0,78,4,5,3,4
P0334,73.0,64,4,4,3,4
P0058,87.0,69,3,4,2,4
P1383,74.0,68,2,4,4,4
P0917,85.0,75,5,4,3,4
P1552,66.0,68,3,4,4,4
P0817,64.0,66,3,4,4,4
P1830,68.0,60,2,3,3,4
P1317,71.0,62,1,4,3,4
P1905,81.0,63,1,4,4,4
P0583,65.0,69,3,3,4,4
P0178,92.0,62,1,5,3,4
P0321,64.0,64,3,4,4,4
P1315,63.0,69,4,4,4,4
P2252,64.0,85,5,5,4,4
P0620,87.0,74,4,5,4,4
P0634,80.0,73,3,4,3,4
P0976,72.0,69,1,4,3,4
P1283,85.0,75,4,3,3,4
P0116,107.0,78,4,4,4,4
P1450,73.0,58,1,1,4,4
P0159,69.0,64,2,3,4,4
P1449,78.0,65,1,3,2,4
P1868,64.0,68,1,4,4,4
P1522,69.0,68,4,3,3,4
P0111,64.0,66,1,4,4,4
P0085,80.0,48,1,1,4,4
P0513,69.0,66,3,4,4,4
P0874,71.0,71,3,4,4,4
P1245,77.0,71,3,4,3,4
P1336,63.0,65,3,4,4,4
P0034,97.0,61,2,4,3,4
P1725,64.0,68,4,4,4,4
P0792,69.0,66,3,4,4,4
P0703,64.0,72,4,4,4,4
P1649,66.0,62,1,4,3,4
P0648,88.0,73,4,4,4,4
P1996,45.0,74,3,4,3,4
P0492,88.0,64,1,4,3,4
P1215,79.0,72,4,4,2,4
P0496,83.0,68,4,4,2,4
P0906,79.0,58,1,3,2,4
P0430,56.0,69,4,3,4,4
P1124,86.0,54,1,4,4,4
P0982,72.0,56,2,5,3,4
P0483,73.0,67,3,4,4,4
P0566,66.0,67,3,4,4,4
P2169,42.0,69,4,5,2,4
P0911,68.0,70,3,4,4,4
P0123,65.0,64,1,1,3,4
P2397,52.0,69,3,4,4,4
P0845,68.0,66,3,4,4,4
P0370,86.0,51,1,4,3,4
P1638,86.0,58,4,4,4,2
P1667,69.0,66,3,3,4,4
P1100,109.0,76,4,4,4,4
P1176,56.0,60,1,3,3,4
P2064,57.0,65,4,5,3,4
P2447,52.0,74,3,5,4,4
P1772,73.0,62,1,4,3,4
P2460,40.0,73,4,3,4,4
P0312,145.0,66,2,1,3,4
P2334,54.0,71,4,5,3,4
P1203,80.0,61,1,4,2,4
P0289,68.0,68,3,4,3,4
P0515,96.0,70,4,4,2,4
P2354,36.0,72,3,4,4,4
P0789,87.0,64,1,4,3,4
P0429,70.0,66,3,4,4,4
P1513,76.0,78,4,4,3,4
P1664,74.0,65,2,1,4,4
P0846,148.0,62,1,4,3,4
P0778,73.0,58,1,4,4,4
P1382,83.0,70,4,4,4,4
P0416,65.0,71,4,4,4,4
P1707,65.0,69,4,4,4,4
P1255,65.0,67,3,4,4,4
P0654,79.0,71,3,3,4,4
P0051,67.0,69,1,4,4,4
P2203,67.0,79,4,4,4,4
P0134,65.0,71,4,4,3,4
P0088,77.0,65,3,3,4,4
P1882,68.0,67,3,4,4,4
P1472,86.0,66,1,4,4,4
P2030,61.0,63,4,3,4,4
P1564,91.0,75,4,4,4,4
P0493,90.0,73,4,4,3,4
P0806,70.0,54,1,3,3,4
P0198,86.0,59,2,1,3,4
P1685,181.0,70,2,4,4,4
P2446,39.0,66,2,4,2,4
P0015,66.0,65,3,4,3,4
P2051,51.0,67,3,4,4,4
P0695,97.0,67,3,4,4,4
P0521,64.0,68,4,4,4,4
P2090,66.0,69,4,4,4,4
P1717,90.0,68,3,4,4,4
P1030,83.0,66,3,4,4,4
P2396,52.0,77,4,4,4,4
P0215,92.0,66,3,4,4,4
P2093,60.0,71,4,4,4,4
P1656,66.0,68,4,4,2,4
P1369,78.0,54,1,4,2,4
P0473,81.0,27,3,4,4,1
P1632,67.0,66,3,4,4,4
P1825,63.0,72,4,4,4,4
P1593,84.0,80,3,4,4,4
P1971,50.0,74,4,4,3,4
P1486,62.0,72,4,4,4,4
P0672,59.0,71,4,4,4,4
P1264,84.0,68,4,4,2,4
P2141,43.0,67,3,4,4,4
P0554,69.0,65,3,2,4,4
P2450,34.0,75,4,5,2,4
P2398,41.0,73,3,4,4,4
P0106,67.0,65,3,4,3,4
P0071,75.0,63,1,4,4,4
P0907,90.0,60,1,4,3,4
P1841,74.0,76,4,4,3,4
P0926,82.0,52,1,5,2,4
P1151,60.0,72,4,4,4,4
P0932,60.0,82,4,5,4,3
P0833,60.0,73,4,3,3,4
P2501,104.0,76,4,2,4,4
P0723,97.0,42,3,4,4,1
P1709,74.0,68,2,4,4,4
P0274,69.0,68,2,4,4,4
P1653,108.0,64,1,4,3,4
P0317,79.0,66,3,4,4,4
P0512,92.0,66,1,1,4,4
P0200,75.0,66,3,4,4,4
P0337,118.0,69,4,2,3,4
P1148,94.0,73,4,3,3,4
P1525,89.0,71,3,4,2,4
P0163,86.0,61,3,4,3,4
P1050,267.0,65,1,4,1,4
P1366,81.0,60,1,1,3,4
P0497,83.0,60,1,4,4,4
P0683,85.0,61,2,4,2,4
P2211,43.0,65,3,4,4,4
P0925,67.0,64,3,4,3,4
P1966,43.0,82,4,4,2,4
P2413,68.0,78,5,4,4,4
P1891,90.0,63,1,4,4,4
P0962,69.0,76,3,4,4,4
P1693,90.0,45,1,4,3,4
P1997,43.0,69,5,4,2,4
P1399,68.0,72,3,4,4,4
P1247,65.0,83,4,4,4,4
P2418,71.0,61,2,2,2,4
P0774,88.0,80,3,4,4,4
P2347,54.0,71,2,4,3,4
P1695,77.0,70,4,5,3,4
P0398,82.0,69,3,4,3,4
P0618,64.0,59,1,4,4,4
P1223,68.0,66,3,4,4,4
P0538,106.0,67,3,4,4,4
P2410,40.0,68,1,3,3,4
P1596,76.0,51,3,3,4,4
P0358,70.0,74,4,4,4,4
P0438,68.0,66,3,4,4,4
P0621,83.0,71,4,4,4,4
P0827,58.0,47,4,3,3,1
P0677,68.0,70,4,4,2,4
P1440,69.0,68,3,3,4,4
P2081,56.0,69,4,4,4,4
P1125,80.0,67,3,4,4,4
P2326,61.0,54,4,1,4,3
P0194,67.0,66,3,4,4,4
P1538,71.0,68,1,4,3,4
P1389,72.0,72,3,5,3,4
P2085,57.0,69,2,5,3,4
P0258,74.0,72,3,5,4,4
P0599,91.0,61,1,3,3,4
P2188,55.0,68,4,4,4,4
P1611,80.0,64,3,4,4,4
P2485,70.0,55,1,1,3,4
P0435,87.0,65,3,4,4,4
P2463,77.0,71,4,5,2,3
P1072,89.0,72,4,4,4,4
P0955,107.0,39,1,3,3,4
P1099,82.0,49,1,1,4,4
P1231,69.0,66,1,3,3,4
P1491,64.0,70,1,3,3,4
P0910,84.0,73,4,5,4,4
P0913,73.0,63,1,4,4,4
P0246,76.0,57,1,4,4,4
P0503,79.0,79,3,3,4,4
P2355,109.0,75,2,5,3,4
P2107,42.0,69,3,4,4,4
P0881,73.0,73,4,4,4,4
P1141,82.0,64,2,5,3,4
P0020,68.0,66,4,3,1,4
P2170,61.0,81,4,5,3,4
P1597,78.0,72,4,4,3,4
P2486,67.0,73,3,3,3,4
P2469,31.0,73,4,3,2,3
P1815,67.0,66,3,4,4,4
P0931,87.0,79,4,3,4,4
P1086,114.0,70,4,3,2,4
P1303,52.0,67,2,4,3,4
P0066,68.0,65,4,5,3,4
P1208,69.0,68,3,4,4,4
P1765,64.0,73,4,4,4,4
P1446,86.0,71,4,4,4,4
P2091,50.0,67,3,4,4,4
P0749,86.0,71,4,4,4,4
P0022,85.0,77,4,3,3,4
P2275,61.0,69,4,4,4,4
P1691,77.0,72,4,4,4,4
P0135,67.0,67,3,4,3,4
P0374,187.0,78,4,4,3,4
P2038,61.0,65,4,4,4,4
P0295,81.0,80,3,5,4,4
P2136,61.0,71,4,4,4,4
P1834,93.0,73,4,4,4,4
P0954,78.0,71,1,3,3,4
P0439,80.0,67,3,4,4,4
P2199,48.0,82,3,4,4,4
P1160,89.0,62,1,4,4,4
P0387,63.0,73,4,4,4,4
P0026,124.0,64,1,1,3,4
P2322,51.0,76,4,4,4,4
P1422,79.0,67,3,3,4,4
P1455,114.0,71,4,4,3,4
P0551,104.0,52,1,3,2,4
P0768,88.0,66,3,4,4,4
P0507,110.0,42,3,5,1,4
P1872,97.0,48,1,4,3,4
P0364,69.0,68,3,4,4,4
P1863,82.0,63,1,5,3,4
P1705,70.0,65,3,4,4,4
P0807,84.0,74,3,2,4,4
P2369,54.0,72,3,4,4,4
P1475,105.0,70,3,4,3,4
P1420,84.0,71,3,4,4,4
P1052,85.0,65,3,4,4,4
P2456,56.0,77,4,4,4,4
P1914,72.0,70,1,4,3,4
P0012,67.0,73,3,3,3,4
P2029,74.0,65,2,4,3,4
P0282,82.0,74,4,4,2,4
P0245,137.0,69,1,3,3,4
P1948,93.0,58,1,3,2,4
P1922,79.0,74,4,4,4,4
P2004,144.0,47,1,4,1,4
P0540,111.0,62,2,4,3,4
P0785,100.0,56,1,5,3,4
P1185,78.0,62,1,3,4,4
P1930,63.0,70,4,4,4,4
P1143,70.0,65,1,5,2,4
P0185,102.0,68,2,5,3,4
P1373,82.0,72,3,4,4,4
P0161,67.0,67,3,4,4,4
P1511,76.0,54,1,3,2,3
P0113,79.0,56,1,3,2,4
P1323,120.0,74,4,3,4,4
P0195,78.0,76,4,4,3,4
P0126,80.0,68,3,4,4,4
P0781,48.0,61,4,5,3,3
P1251,67.0,67,3,4,4,4
P2006,55.0,67,4,4,3,4
P0896,63.0,69,4,4,4,4
P1273,84.0,66,1,3,4,4
P1430,85.0,75,4,3,3,5
P0835,81.0,61,2,1,3,4
P1906,68.0,67,1,4,4,4
P1029,105.0,69,2,4,3,4
P1927,76.0,69,1,5,4,4
P2394,45.0,72,4,4,4,4
P2035,49.0,66,4,4,4,4
P2196,59.0,65,3,4,4,4
P0740,61.0,71,4,4,3,4
P0555,48.0,77,4,5,3,4
P0653,69.0,72,4,4,3,4
P0809,81.0,56,2,5,4,3
P2258,62.0,65,4,4,4,4
P0761,116.0,78,4,3,3,4
P0705,77.0,67,1,4,3,4
P1590,80.0,73,4,5,4,4
P1271,66.0,67,3,4,3,4
P1837,60.0,75,4,5,3,4
P0941,65.0,70,3,4,4,4
P1580,63.0,69,4,4,4,4
P0069,67.0,65,3,4,4,4
P1846,118.0,70,2,3,3,4
P1239,67.0,61,3,1,4,4
P1562,77.0,70,4,4,3,4
P1298,88.0,53,1,4,2,4
P2094,44.0,69,4,4,4,4
P0994,83.0,75,4,4,4,4
P1220,62.0,63,1,3,3,4
P0366,91.0,54,1,4,3,4
P1485,78.0,72,4,4,3,4
P0013,69.0,70,4,4,4,4
P0520,79.0,65,3,4,3,4
P1005,58.0,69,1,4,3,4
P2246,71.0,68,4,5,3,4
P1794,82.0,66,3,3,4,4
P1796,99.0,69,2,4,2,4
P2277,62.0,66,4,4,4,4
P0776,97.0,67,2,5,4,4
P2101,50.0,74,4,5,4,4
P0959,64.0,78,3,4,4,4
P2415,65.0,62,4,4,3,1
P1272,70.0,59,3,4,3,4
P1458,86.0,78,3,4,4,4
P2407,62.0,69,1,4,3,4
P1281,122.0,68,3,4,4,4
P1381,58.0,69,1,4,4,4
P0422,88.0,58,2,4,4,4
P0252,84.0,66,1,3,3,4
P0534,50.0,72,1,4,3,4
P0574,135.0,66,1,4,3,4
P0139,63.0,64,4,3,3,4
P1288,105.0,75,4,4,4,4
P0180,92.0,67,4,3,4,4
P0211,92.0,78,5,4,4,4
P0500,86.0,69,4,4,4,4
P1630,68.0,68,1,5,3,4
P2276,61.0,84,4,4,4,4
P1435,105.0,72,3,4,4,4
P1865,67.0,66,3,5,4,4
P1195,101.0,66,3,4,4,4
P2249,58.0,47,2,4,3,3
P2182,66.0,68,4,4,4,4
P1753,82.0,64,4,4,4,4
P0464,77.0,74,4,4,2,4
P2345,41.0,69,4,4,3,3
P0580,84.0,74,4,4,4,4
P0619,80.0,73,3,3,3,4
P0631,85.0,78,4,5,3,4
P2467,56.0,69,4,4,2,2
P0940,96.0,68,4,4,3,4
P0726,65.0,71,3,4,4,4
P0410,70.0,69,4,4,4,4
P1613,52.0,69,4,4,3,4
P0323,80.0,71,4,4,4,4
P0287,77.0,63,1,4,4,4
P0059,67.0,71,3,3,3,4
P0375,155.0,62,3,4,3,4
P0795,67.0,67,3,4,4,4
P2294,41.0,43,4,3,2,1
P1488,81.0,68,3,4,4,4
P0307,69.0,66,2,3,2,4
P0316,119.0,65,1,4,2,4
P2147,42.0,81,3,3,4,4
P1401,82.0,67,4,4,2,4
P1361,67.0,70,4,4,4,4
P0864,83.0,71,4,4,4,4
P1499,67.0,63,3,3,3,4
P0332,69.0,69,4,4,4,4
P0378,77.0,78,4,4,4,4
P2480,76.0,76,4,3,4,4
P1342,84.0,63,3,4,3,4
P0157,85.0,72,4,3,3,4
P2474,55.0,77,4,4,3,4
P2228,48.0,84,3,4,4,4
P0383,82.0,50,1,4,3,4
P1348,74.0,46,3,4,3,4
P2477,54.0,75,4,3,1,4
P0843,58.0,72,1,5,3,4
P0839,75.0,62,1,4,3,4
P0525,96.0,69,4,3,2,4
P2341,52.0,68,4,4,3,1
P2232,61.0,70,4,5,2,4
P0230,53.0,72,2,4,2,4
P1459,62.0,72,4,4,3,4
P2166,62.0,65,4,4,4,4
P0196,75.0,71,4,2,2,4
P1642,82.0,79,4,4,3,4
P1829,85.0,69,5,5,3,4
P2385,59.0,61,4,4,3,1
P1495,69.0,68,3,4,4,4
P1792,84.0,74,4,4,4,4
P1362,88.0,72,4,4,4,4
P1566,87.0,65,1,4,3,4
P1681,72.0,71,4,4,4,4
P1981,59.0,65,3,4,4,4
P1760,69.0,72,4,4,3,4
P0578,67.0,77,4,4,4,4
P0010,81.0,81,3,4,4,4
P0658,97.0,74,5,4,4,4
P2098,58.0,64,4,5,2,4
