building_id,date,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
Robin_education_Julius,2016-07-06,0.4328,0.4316,0.4343,0.4383,0.4454,0.5059,0.5728,0.6444,0.8006,0.9707,0.9668,1.0,0.9862,0.9502,0.943,0.907,0.8908,0.8307,0.6812,0.5578,0.4775,0.4612,0.443,0.4331
Robin_education_Julius,2016-07-07,0.436,0.4348,0.4352,0.4392,0.4489,0.5166,0.5733,0.6673,0.8055,0.9469,0.9271,0.9461,1.0,0.9526,0.951,0.938,0.9113,0.8112,0.6455,0.5527,0.4729,0.4599,0.4417,0.4319
Robin_education_Julius,2016-07-08,0.449,0.4103,0.4095,0.4119,0.4095,0.4785,0.5329,0.6232,0.8041,0.9007,1.0,0.9578,0.9819,0.9807,0.9401,0.9034,0.8798,0.8006,0.635,0.5538,0.4762,0.4426,0.4352,0.462
Robin_education_Julius,2016-07-09,0.795,0.7863,0.8091,0.8065,0.8105,0.8017,0.8125,0.8629,0.8972,0.8905,0.9267,0.9758,1.0,0.9845,0.9987,0.9913,0.9987,0.9933,0.9845,0.9274,0.8716,0.8454,0.8495,0.8206
Robin_education_Julius,2016-07-10,0.7495,0.793,0.8038,0.7964,0.8064,0.8305,0.8526,0.9049,0.935,0.9491,0.9565,0.9859,0.9779,0.9598,0.9819,1.0,0.9873,0.9739,0.9712,0.9129,0.8634,0.85,0.8372,0.7642
Robin_education_Julius,2016-07-11,0.4411,0.4091,0.4156,0.4176,0.435,0.5156,0.5678,0.6367,0.7963,0.9263,1.0,0.968,0.9559,0.9895,0.9478,0.9174,0.8825,0.8121,0.6825,0.5812,0.5083,0.4897,0.4629,0.4508
Robin_education_Julius,2016-07-12,0.4253,0.4188,0.4191,0.4191,0.4327,0.4959,0.5403,0.6291,0.7823,0.8657,0.9788,0.9394,0.9321,1.0,0.9572,0.907,0.8769,0.8024,0.6299,0.5484,0.4689,0.4485,0.4365,0.4265
Robin_education_Julius,2016-07-13,0.4181,0.422,0.4231,0.4292,0.4583,0.5107,0.5559,0.614,0.837,0.8791,1.0,0.938,0.9545,0.9644,0.9342,0.9086,0.8715,0.7927,0.6324,0.5375,0.4464,0.4346,0.4288,0.4204
Robin_education_Julius,2016-07-14,0.4263,0.4244,0.4479,0.4475,0.4389,0.5149,0.5408,0.645,0.8194,0.8824,0.9918,0.9436,0.9969,1.0,0.9236,0.9052,0.8754,0.81,0.623,0.5458,0.4659,0.4495,0.4436,0.4346
Robin_education_Julius,2016-07-15,0.4742,0.4674,0.4654,0.469,0.4606,0.525,0.5722,0.6409,0.8069,0.8904,1.0,0.992,0.976,0.9936,0.9448,0.9168,0.8772,0.7997,0.6385,0.5546,0.4778,0.457,0.4478,0.4686
Robin_education_Julius,2016-07-16,0.8445,0.8572,0.8672,0.8523,0.8651,0.8551,0.8679,0.9375,0.9339,0.9283,0.9553,0.9716,1.0,0.9908,0.9794,0.9815,0.9759,0.9993,0.983,0.9297,0.8707,0.8622,0.8352,0.8281
Robin_education_Julius,2016-07-17,0.7672,0.8115,0.8045,0.8101,0.8186,0.8347,0.8558,0.903,0.9269,0.936,0.9543,0.9782,0.9824,0.9866,0.9895,0.9817,0.9916,1.0,0.981,0.9226,0.8727,0.8544,0.839,0.7904
Robin_education_Julius,2016-07-18,0.402,0.3968,0.3862,0.3817,0.3862,0.4695,0.5234,0.6096,0.7988,0.8888,0.9627,0.957,0.9472,0.9506,1.0,0.9288,0.916,0.8297,0.6556,0.5599,0.4714,0.4442,0.4318,0.4182
Robin_education_Julius,2016-07-19,0.3866,0.3789,0.3782,0.3775,0.3918,0.4574,0.5045,0.5855,0.753,0.9267,0.9375,0.9791,0.9843,1.0,0.9853,0.9564,0.9027,0.8426,0.6493,0.5412,0.4696,0.4368,0.403,0.3953
Robin_education_Julius,2016-07-20,0.3874,0.3895,0.3878,0.3822,0.4034,0.4586,0.5234,0.6334,0.7836,0.8512,0.9334,0.9358,0.9466,1.0,0.9542,0.9379,0.9022,0.7957,0.6185,0.5144,0.427,0.4131,0.394,0.3885
Robin_education_Julius,2016-07-21,0.4199,0.4042,0.4004,0.3997,0.4166,0.4792,0.5107,0.6194,0.7904,0.8766,1.0,0.9921,0.9651,0.979,0.9869,0.9809,0.958,0.8474,0.6412,0.5504,0.4826,0.4578,0.4443,0.4417
Robin_education_Julius,2016-07-22,0.443,0.4126,0.4144,0.4159,0.4184,0.4984,0.5552,0.679,0.8107,0.8784,0.9888,1.0,0.9689,0.9472,0.945,0.9157,0.8842,0.8085,0.6355,0.5505,0.485,0.4593,0.4481,0.4665
Robin_education_Julius,2016-07-23,0.7824,0.7967,0.7999,0.7961,0.7942,0.8224,0.8386,0.8881,0.9312,0.9199,0.94,0.9875,0.99,0.9875,1.0,0.9981,0.9875,0.9744,0.9443,0.8887,0.8155,0.7942,0.7811,0.768
Robin_education_Julius,2016-07-24,0.7683,0.7971,0.786,0.788,0.8017,0.8174,0.8253,0.8802,0.9084,0.9411,0.9634,0.9692,0.9777,0.9823,0.9915,1.0,0.9954,0.9784,0.9843,0.928,0.8757,0.8593,0.856,0.786
Robin_education_Julius,2016-07-25,0.4252,0.4111,0.4174,0.4134,0.4197,0.5098,0.5673,0.6705,0.8215,0.9673,0.9714,0.9981,1.0,0.9521,0.9377,0.9117,0.8716,0.797,0.6375,0.557,0.4835,0.4545,0.4505,0.4419
Robin_education_Julius,2016-07-26,0.4528,0.442,0.4412,0.4427,0.4543,0.5499,0.5777,0.7127,0.8427,0.968,0.9826,1.0,0.995,0.9765,0.9869,0.9653,0.9159,0.8353,0.6691,0.585,0.5037,0.4805,0.4616,0.4454
Robin_education_Julius,2016-07-27,0.4402,0.4296,0.4312,0.4304,0.4383,0.535,0.5809,0.6569,0.8123,0.9669,0.947,1.0,0.9966,0.9691,0.9447,0.9413,0.9236,0.8382,0.6787,0.5926,0.5094,0.4876,0.4552,0.4567
Robin_education_Julius,2016-07-28,0.4607,0.4599,0.4572,0.4607,0.4714,0.5618,0.6028,0.7,0.8176,0.8824,0.9878,0.9972,1.0,0.9751,0.9424,0.9499,0.9285,0.8437,0.698,0.6084,0.5223,0.4951,0.4765,0.4659
Robin_education_Julius,2016-07-29,0.4623,0.4365,0.4361,0.4372,0.4452,0.5233,0.5654,0.6693,0.8172,0.9685,0.9556,1.0,0.9681,0.9295,0.9234,0.9128,0.865,0.7884,0.65,0.5684,0.4911,0.4638,0.4482,0.4649
Robin_education_Julius,2016-07-30,0.8236,0.8236,0.829,0.8323,0.8323,0.8484,0.8585,0.9162,0.9638,0.9531,0.9604,0.9651,0.9497,0.9611,1.0,0.994,0.9973,0.9886,0.9577,0.9054,0.8645,0.827,0.8122,0.8236
Robin_education_Julius,2016-07-31,0.7719,0.8052,0.8032,0.8039,0.8092,0.8265,0.8411,0.8956,0.9122,0.9275,0.9402,0.9488,1.0,0.9714,0.9993,0.9993,0.9694,0.9714,0.9794,0.9056,0.8298,0.8191,0.7999,0.7819
Robin_education_Julius,2016-08-01,0.5131,0.4986,0.5009,0.5,0.5117,0.6399,0.6868,0.7861,0.8105,0.9747,0.9851,0.9968,1.0,0.9616,0.9499,0.931,0.8976,0.8357,0.7518,0.6584,0.5627,0.5442,0.546,0.519
Robin_education_Julius,2016-08-02,0.4806,0.4889,0.4768,0.4731,0.4622,0.5594,0.622,0.7518,0.8527,0.9612,0.9574,0.9917,1.0,0.9917,0.9896,0.9725,0.9466,0.8527,0.7167,0.6512,0.5353,0.504,0.4835,0.4768
Robin_education_Julius,2016-08-03,0.4578,0.4538,0.4627,0.455,0.4683,0.5631,0.5894,0.6813,0.8754,1.0,0.979,0.9972,0.9887,0.9919,0.9976,0.973,0.9266,0.8516,0.71,0.6208,0.5329,0.4833,0.4651,0.4639
Robin_education_Julius,2016-08-04,0.4606,0.4633,0.4602,0.4602,0.4594,0.5514,0.5908,0.7382,0.8801,0.9725,0.9673,1.0,0.9777,0.9725,0.9825,0.9486,0.9,0.8203,0.6817,0.5892,0.4928,0.4526,0.447,0.4454
Robin_education_Julius,2016-08-05,0.509,0.4876,0.4889,0.4803,0.4991,0.5822,0.631,0.747,0.8185,0.9217,0.9336,1.0,0.9923,0.973,0.9837,0.9824,0.9653,0.8887,0.7449,0.6378,0.5612,0.5253,0.512,0.5167
Robin_education_Julius,2016-08-06,0.8162,0.822,0.8401,0.8388,0.8414,0.857,0.8712,0.9029,0.9424,0.954,0.9851,0.9715,0.9489,0.9715,0.9819,0.9948,0.9981,1.0,0.9974,0.9307,0.877,0.8647,0.8453,0.8375
Robin_education_Julius,2016-08-07,0.7693,0.8105,0.8169,0.808,0.8143,0.8245,0.8295,0.8821,0.9132,0.9138,0.9455,0.9417,0.9797,0.9873,0.9905,0.9873,1.0,1.0,0.9861,0.9265,0.8638,0.846,0.8156,0.7668
Robin_education_Julius,2016-08-08,0.4721,0.4811,0.4807,0.4844,0.4914,0.5907,0.6141,0.6897,0.851,0.968,0.9811,0.9926,1.0,0.9795,0.9626,0.9565,0.9167,0.8366,0.6671,0.5759,0.5144,0.4906,0.4754,0.4663
Robin_education_Julius,2016-08-09,0.4595,0.4551,0.4575,0.4595,0.4767,0.5766,0.6196,0.7067,0.7616,0.9185,0.9595,1.0,0.9904,0.9691,0.9651,0.9543,0.9101,0.8303,0.6742,0.5935,0.514,0.4872,0.4731,0.4663
Robin_education_Julius,2016-08-10,0.4762,0.4911,0.4796,0.4824,0.4911,0.6068,0.6316,0.7179,0.8707,0.9975,0.9752,1.0,0.9872,0.9632,0.9727,0.9599,0.9331,0.848,0.6993,0.601,0.5225,0.5097,0.4824,0.4758
Robin_education_Julius,2016-08-11,0.5409,0.5293,0.5316,0.5326,0.5395,0.6614,0.6949,0.8042,0.8781,0.9679,0.9777,1.0,0.987,0.974,0.9651,0.9726,0.9395,0.8726,0.7958,0.6879,0.607,0.5828,0.5572,0.547
Robin_education_Julius,2016-08-12,0.5041,0.4834,0.4847,0.476,0.4901,0.6044,0.6065,0.7196,0.8898,0.988,0.9739,1.0,0.9975,0.983,0.988,0.9859,0.9453,0.8596,0.71,0.6338,0.5389,0.5116,0.4963,0.5075
Robin_education_Julius,2016-08-13,0.8263,0.8165,0.8171,0.821,0.8236,0.8406,0.8609,0.8948,0.9236,0.9589,0.9445,0.9595,0.9974,0.9843,1.0,0.985,0.9974,0.9993,0.9993,0.9425,0.8903,0.8694,0.84,0.8432
Robin_education_Julius,2016-08-14,0.8084,0.846,0.842,0.8427,0.8374,0.8618,0.8657,0.8927,0.9236,0.948,0.9519,0.9487,0.9612,0.9493,0.9796,0.9822,0.9875,1.0,0.9842,0.9348,0.842,0.84,0.8473,0.8032
Robin_education_Julius,2016-08-15,0.5004,0.5124,0.5017,0.5039,0.5146,0.5759,0.6214,0.7732,0.8958,1.0,0.9974,0.9889,0.9957,0.9914,0.9923,0.9696,0.9533,0.8718,0.7157,0.6299,0.5476,0.5352,0.5154,0.5077
Robin_education_Julius,2016-08-16,0.4922,0.5087,0.5026,0.5061,0.5191,0.6095,0.6334,0.7467,0.8875,0.9844,0.9917,1.0,0.9813,0.9674,0.9844,0.9666,0.9309,0.8671,0.7072,0.6086,0.5195,0.4952,0.4883,0.4822
Robin_education_Julius,2016-08-17,0.4867,0.4772,0.4819,0.4802,0.4902,0.5833,0.6259,0.7777,0.8834,0.987,0.9856,0.9957,0.9939,0.99,1.0,0.9965,0.9674,0.886,0.7286,0.6281,0.5476,0.5054,0.4889,0.4937
Robin_education_Julius,2016-08-18,0.4993,0.4871,0.4876,0.4858,0.5007,0.5935,0.6227,0.7922,0.8902,0.9908,0.9974,0.9878,0.9878,1.0,0.9978,0.9935,0.9734,0.8749,0.7137,0.6462,0.5508,0.5281,0.5172,0.5172
Robin_education_Julius,2016-08-19,0.516,0.5068,0.4985,0.5007,0.5164,0.6087,0.6222,0.7538,0.9025,0.9904,0.9808,1.0,0.9948,0.993,0.9969,0.9733,0.9366,0.8531,0.7057,0.6266,0.5348,0.519,0.5068,0.5199
Robin_education_Julius,2016-08-20,0.8128,0.8034,0.8135,0.8209,0.8257,0.8466,0.8561,0.9,0.9351,0.9561,0.9405,0.9608,0.9581,1.0,0.9743,0.9649,0.9669,0.9709,0.9486,0.9209,0.8628,0.8534,0.8432,0.8439
Robin_education_Julius,2016-08-21,0.8022,0.8303,0.835,0.822,0.8398,0.8528,0.8686,0.9206,0.9466,0.9439,0.9405,0.9343,0.9562,1.0,0.976,0.9651,0.9788,0.9802,0.9596,0.9199,0.8611,0.8569,0.8474,0.7974
Robin_education_Julius,2016-08-22,0.4814,0.4728,0.4737,0.4754,0.4899,0.5824,0.5991,0.7195,0.8869,0.9332,1.0,0.9743,0.9713,0.9627,0.9807,0.9696,0.9233,0.8612,0.7011,0.6137,0.5388,0.5169,0.5006,0.5006
Robin_education_Julius,2016-08-23,0.4611,0.4475,0.4495,0.4475,0.4691,0.5541,0.576,0.7074,0.824,0.9038,0.9269,0.9621,0.976,0.984,1.0,0.9948,0.9581,0.883,0.723,0.6375,0.5573,0.5321,0.5142,0.4918
Robin_education_Julius,2016-08-24,0.4641,0.4436,0.444,0.4417,0.4537,0.5394,0.5471,0.6625,0.7973,0.9263,0.9332,0.9656,0.9768,0.9857,1.0,0.9958,0.9703,0.8579,0.6996,0.617,0.5251,0.5012,0.4892,0.4753
Robin_education_Julius,2016-08-25,0.4923,0.4943,0.4911,0.4891,0.5089,0.5941,0.6054,0.7011,0.8445,0.9374,0.9382,0.9818,0.9798,0.9915,0.996,1.0,0.977,0.8881,0.733,0.6482,0.5493,0.5372,0.5323,0.5081
Robin_education_Julius,2016-08-26,0.529,0.5059,0.5151,0.5093,0.5231,0.6131,0.6127,0.7178,0.8936,0.9748,0.9865,1.0,0.9836,0.9769,0.9727,0.9487,0.9256,0.8528,0.7069,0.6388,0.5433,0.5206,0.5055,0.5315
Robin_education_Julius,2016-08-27,0.8055,0.7895,0.7978,0.7876,0.7864,0.8176,0.8272,0.8858,0.9088,0.9413,0.9458,0.9668,0.993,1.0,0.9962,0.9879,0.9802,0.9579,0.9471,0.9196,0.8508,0.8348,0.8233,0.8195
Robin_education_Julius,2016-08-28,0.7956,0.8406,0.8267,0.8241,0.8194,0.836,0.8499,0.8929,0.9319,0.9259,0.9279,0.9411,0.9749,0.9702,0.9954,1.0,0.9987,0.9901,0.9782,0.9259,0.871,0.8638,0.8373,0.797
Robin_education_Julius,2016-08-29,0.699,0.6886,0.6728,0.6703,0.6777,0.7173,0.7473,0.873,0.8871,0.8834,0.9335,0.9597,0.9829,0.9951,0.9921,0.9945,0.9976,1.0,0.956,0.8535,0.7393,0.7314,0.7149,0.7051
Robin_education_Julius,2016-08-30,0.4729,0.4708,0.4637,0.4666,0.483,0.5691,0.6031,0.7304,0.8467,0.9416,0.9929,0.9828,1.0,0.9895,0.9908,0.9903,0.9504,0.874,0.7169,0.6342,0.5506,0.5216,0.5111,0.4931
Robin_education_Julius,2016-08-31,0.4949,0.4798,0.4773,0.4743,0.4949,0.5943,0.6166,0.7303,0.8606,0.9648,0.9901,1.0,0.9944,0.9678,0.997,0.9773,0.958,0.8902,0.7217,0.6329,0.5446,0.5099,0.5026,0.5069
Robin_education_Julius,2016-09-01,0.4576,0.4444,0.4444,0.4429,0.4636,0.5452,0.5759,0.6706,0.8487,0.9446,1.0,0.9813,0.9725,0.9438,0.9442,0.9423,0.9108,0.8116,0.6607,0.5894,0.511,0.503,0.4875,0.46
Robin_education_Julius,2016-09-02,0.4833,0.4482,0.4486,0.443,0.4639,0.5514,0.5792,0.6767,0.8186,0.9395,0.9919,1.0,0.9919,0.9561,0.9412,0.9307,0.8952,0.8182,0.6703,0.5949,0.5111,0.4974,0.4893,0.4938
Robin_education_Julius,2016-09-03,0.8508,0.8638,0.8822,0.8576,0.8583,0.8692,0.8658,0.9312,0.9625,0.9516,0.9653,0.9653,0.9993,0.968,0.9728,1.0,0.9837,0.968,0.9584,0.9108,0.8311,0.8324,0.8413,0.8406
Robin_education_Julius,2016-09-04,0.8099,0.8345,0.8303,0.831,0.8359,0.8479,0.8676,0.9359,0.9683,0.9817,0.9711,0.9887,0.9775,0.9761,0.9775,0.9951,1.0,0.9965,0.993,0.9401,0.8746,0.8725,0.8472,0.8042
Robin_education_Julius,2016-09-05,0.4546,0.4331,0.4294,0.4347,0.4534,0.5515,0.5852,0.6492,0.8447,0.9785,0.9724,1.0,0.9611,0.9303,0.9258,0.938,0.8856,0.822,0.6687,0.6014,0.5284,0.5016,0.4911,0.4846
Robin_education_Julius,2016-09-06,0.4476,0.4377,0.4373,0.4392,0.4537,0.5379,0.5726,0.7429,0.8613,0.9474,0.9543,1.0,0.952,0.9314,0.9387,0.9509,0.907,0.8091,0.6396,0.5741,0.509,0.48,0.4594,0.4552
Robin_education_Julius,2016-09-07,0.4838,0.4761,0.4738,0.4725,0.4855,0.5845,0.6086,0.7258,0.8581,0.9753,0.9774,0.9973,0.9954,0.9841,1.0,0.99,0.9647,0.8765,0.7172,0.6242,0.5388,0.5103,0.4945,0.4913
Robin_education_Julius,2016-09-08,0.4541,0.448,0.4411,0.4457,0.4564,0.5279,0.5635,0.7357,0.8822,0.9472,0.9992,0.987,1.0,0.9851,0.9667,0.943,0.8944,0.834,0.6676,0.5773,0.4943,0.477,0.4663,0.4583
Robin_education_Julius,2016-09-09,0.5394,0.5086,0.5126,0.5099,0.5258,0.6236,0.647,0.7968,0.8687,0.9797,1.0,1.0,0.985,0.9674,0.9687,0.9282,0.8797,0.8105,0.7382,0.6567,0.5804,0.5663,0.5399,0.5602
Robin_education_Julius,2016-09-10,0.7754,0.7878,0.7773,0.7767,0.7761,0.8021,0.8071,0.8629,0.9361,0.9404,0.9646,0.956,0.9789,0.9913,1.0,0.9845,0.9566,0.9404,0.92,0.8586,0.7903,0.7717,0.7705,0.7792
Robin_education_Julius,2016-09-11,0.7697,0.8089,0.8109,0.8175,0.8228,0.8461,0.8852,0.9303,0.9416,0.9748,0.9887,1.0,0.9967,0.996,0.9887,0.9735,0.9788,0.9854,0.9582,0.9038,0.8215,0.8082,0.8029,0.795
Robin_education_Julius,2016-09-12,0.4832,0.4771,0.4724,0.4756,0.4904,0.5756,0.6077,0.7201,0.8844,0.9809,1.0,0.9983,0.986,0.9709,0.9758,0.9688,0.9297,0.86,0.7019,0.6211,0.5438,0.5232,0.5074,0.5028
Robin_education_Julius,2016-09-13,0.4743,0.4714,0.4687,0.4701,0.4869,0.5745,0.6034,0.7419,0.8663,0.9568,0.9789,1.0,0.9903,0.981,0.9913,0.989,0.9494,0.8694,0.7053,0.6216,0.5414,0.5142,0.4997,0.4869
Robin_education_Julius,2016-09-14,0.4754,0.4627,0.4638,0.4621,0.4766,0.5664,0.5901,0.7191,0.8532,0.9673,0.9751,0.9943,0.9935,0.9865,1.0,0.9916,0.9624,0.8661,0.7016,0.6156,0.5332,0.5017,0.4915,0.487
Robin_education_Julius,2016-09-15,0.4823,0.4749,0.4724,0.4722,0.489,0.5725,0.5998,0.7346,0.8792,0.9686,0.9986,0.9994,1.0,0.9945,0.9902,0.9834,0.9516,0.8642,0.7034,0.6234,0.5333,0.5182,0.5077,0.4921
Robin_education_Julius,2016-09-16,0.4893,0.4667,0.4699,0.4707,0.4812,0.5786,0.6117,0.7947,0.9248,0.9745,1.0,0.9988,0.9632,0.9539,0.9333,0.92,0.8663,0.7867,0.6372,0.5665,0.4933,0.4646,0.4582,0.484
Robin_education_Julius,2016-09-17,0.8386,0.85,0.8453,0.852,0.8526,0.8647,0.8667,0.9156,0.9612,0.9739,0.9866,0.9839,0.9846,0.998,1.0,0.9873,0.9625,0.9812,0.9833,0.937,0.866,0.85,0.8473,0.8446
Robin_education_Julius,2016-09-18,0.817,0.882,0.8827,0.8799,0.8799,0.9018,0.8905,0.9576,0.9781,0.9852,0.9958,1.0,1.0,1.0,0.9993,0.9958,0.9866,0.9908,0.9661,0.9307,0.8686,0.8728,0.8827,0.8021
Robin_education_Julius,2016-09-19,0.4621,0.4432,0.4549,0.4474,0.4696,0.5836,0.6218,0.792,0.8809,0.9405,0.9719,1.0,0.9975,0.9639,0.9551,0.9371,0.9136,0.8197,0.6675,0.5887,0.5057,0.4969,0.4839,0.4834
Robin_education_Julius,2016-09-20,0.4981,0.4857,0.4836,0.4772,0.5049,0.6037,0.6178,0.7836,0.8943,0.9301,0.9753,1.0,0.9842,0.9825,0.9625,0.9531,0.9152,0.8308,0.7111,0.6276,0.536,0.5211,0.5181,0.5173
Robin_education_Julius,2016-09-21,0.4671,0.4563,0.4548,0.4542,0.4707,0.5607,0.5823,0.7054,0.8526,0.9725,0.9782,0.9988,1.0,0.9892,0.9943,0.9819,0.9458,0.8483,0.6879,0.6039,0.5199,0.4934,0.485,0.4767
Robin_education_Julius,2016-09-22,0.4621,0.4466,0.451,0.4549,0.47,0.5605,0.5832,0.6983,0.8547,0.9885,0.973,0.977,1.0,0.9607,0.9397,0.9182,0.8765,0.7896,0.6677,0.5939,0.5109,0.4803,0.4752,0.476
Robin_education_Julius,2016-09-23,0.5097,0.4816,0.4857,0.4826,0.4978,0.5909,0.612,0.7459,0.8765,0.9669,0.9948,1.0,0.981,0.9635,0.9538,0.9319,0.8917,0.8171,0.6871,0.6132,0.5311,0.5111,0.4974,0.5164
Robin_education_Julius,2016-09-24,0.8225,0.8278,0.8304,0.8235,0.8232,0.8435,0.8471,0.9045,0.9488,0.9587,0.9724,0.9751,0.9964,0.997,1.0,0.997,0.978,0.9685,0.9587,0.9127,0.8402,0.8278,0.8258,0.8264
Robin_education_Julius,2016-09-25,0.8049,0.8487,0.8445,0.8452,0.8466,0.8652,0.8811,0.9373,0.9631,0.9752,0.9793,0.991,0.9962,0.9945,0.9993,1.0,1.0,0.9997,0.9828,0.9331,0.8663,0.8618,0.8494,0.807
Robin_education_Julius,2016-09-26,0.4657,0.4415,0.4415,0.4407,0.4579,0.5772,0.6053,0.7083,0.8713,0.9758,0.9879,1.0,0.9766,0.9337,0.9041,0.9302,0.8768,0.7917,0.6642,0.5889,0.5109,0.4844,0.4782,0.4899
Robin_education_Julius,2016-09-27,0.4611,0.4476,0.444,0.4442,0.4623,0.5544,0.5829,0.7286,0.8562,0.931,0.9718,1.0,0.9962,0.9802,0.976,0.97,0.9337,0.8425,0.6802,0.604,0.5206,0.498,0.4881,0.4812
Robin_education_Julius,2016-09-28,0.5653,0.5786,0.5728,0.5728,0.5821,0.6739,0.6637,0.752,0.8769,0.9753,0.9876,1.0,0.9797,0.9373,0.9338,0.9373,0.8839,0.846,0.7635,0.6964,0.6094,0.5847,0.5631,0.568
Robin_education_Julius,2016-09-29,0.4578,0.4604,0.4578,0.4586,0.4715,0.5662,0.5618,0.6283,0.8362,0.939,1.0,0.9778,0.9471,0.9338,0.9364,0.9197,0.8665,0.797,0.6439,0.5806,0.5074,0.4948,0.4745,0.4634
Robin_education_Julius,2016-09-30,0.3831,0.5655,0.5659,0.5672,0.5906,0.7082,0.7207,0.83,0.8812,1.0,0.987,0.9827,0.9827,0.9931,0.9701,0.9584,0.9107,0.8187,0.7389,0.66,0.5781,0.5781,0.5889,0.3922
Robin_education_Julius,2016-10-01,0.5453,0.8438,0.8382,0.8382,0.8382,0.8469,0.8444,0.8426,0.8961,0.9228,0.9533,0.9633,0.9788,0.9757,0.9757,0.9801,0.9714,1.0,0.9888,0.9664,0.9365,0.8245,0.809,0.809
Robin_education_Julius,2016-10-02,0.8194,0.8481,0.8474,0.8462,0.8443,0.8537,0.8755,0.8879,0.9396,0.9577,0.9851,0.9857,1.0,0.9577,0.9527,0.9601,0.967,0.9415,0.9191,0.9377,0.9035,0.8474,0.8674,0.8394
Robin_education_Julius,2016-10-03,0.4629,0.4545,0.4559,0.4612,0.465,0.4835,0.5845,0.5987,0.6792,0.8457,0.9655,0.9767,1.0,0.9909,0.9631,0.9725,0.9046,0.86,0.775,0.6426,0.5921,0.5145,0.4887,0.4688
Robin_education_Julius,2016-10-04,0.4711,0.4906,0.4765,0.4819,0.4794,0.5,0.5845,0.586,0.716,0.8519,0.9675,0.9917,1.0,0.9762,0.9899,0.9429,0.9111,0.8728,0.8082,0.6796,0.6127,0.5336,0.4845,0.4603
Robin_education_Julius,2016-10-05,0.4502,0.4442,0.4442,0.4449,0.4428,0.4569,0.5336,0.5547,0.6874,0.8194,0.9124,0.9687,1.0,0.9912,0.9553,0.9036,0.8599,0.8321,0.7518,0.6156,0.5702,0.5185,0.4696,0.4509
Robin_education_Julius,2016-10-06,0.4671,0.4613,0.4627,0.4617,0.4631,0.4762,0.5634,0.5794,0.6765,0.8248,0.9422,0.9949,1.0,0.9862,0.9553,0.9324,0.8953,0.8502,0.783,0.7012,0.6445,0.5736,0.5133,0.4689
Robin_education_Julius,2016-10-07,0.4494,0.4587,0.4548,0.4533,0.4515,0.4684,0.5499,0.5574,0.6594,0.8378,0.9727,0.9896,0.9957,1.0,0.9623,0.9419,0.9189,0.8693,0.7832,0.6726,0.6206,0.5607,0.477,0.4505
Robin_education_Julius,2016-10-08,0.8295,0.8156,0.8067,0.8029,0.7997,0.8105,0.839,0.8796,0.9341,0.981,0.9613,0.9867,0.9708,1.0,1.0,0.9899,0.9937,0.9658,0.9601,0.9322,0.8961,0.8631,0.8511,0.8568
Robin_education_Julius,2016-10-09,0.8338,0.8138,0.8235,0.8235,0.8539,0.8478,0.8436,0.8752,0.9288,0.958,0.955,0.9556,0.947,0.969,0.9823,0.9903,0.989,1.0,0.9617,0.9397,0.902,0.874,0.8667,0.8576
Robin_education_Julius,2016-10-10,0.4509,0.4303,0.4294,0.4338,0.4188,0.4281,0.509,0.5241,0.6667,0.7954,0.9082,0.9663,1.0,0.9464,0.9685,0.9605,0.9306,0.8969,0.7974,0.6535,0.5732,0.5026,0.4685,0.4669
Robin_education_Julius,2016-10-11,0.4242,0.4471,0.4449,0.4506,0.4519,0.4646,0.5455,0.6089,0.7006,0.8459,0.9752,0.9889,1.0,0.9675,0.8653,0.8366,0.828,0.7688,0.6965,0.5764,0.4768,0.4236,0.4019,0.3975
Robin_education_Julius,2016-10-12,0.4638,0.4356,0.4356,0.4366,0.4363,0.4497,0.5214,0.5598,0.6276,0.797,0.9118,0.9661,0.9919,1.0,0.9725,0.9418,0.9294,0.904,0.8217,0.6876,0.6085,0.5521,0.5203,0.5094
Robin_education_Julius,2016-10-13,0.4711,0.4701,0.447,0.4563,0.4783,0.4897,0.5832,0.6042,0.7043,0.848,0.9831,0.9869,1.0,0.9907,0.9883,0.9512,0.9364,0.903,0.8291,0.6898,0.6063,0.5371,0.4862,0.4687
Robin_education_Julius,2016-10-14,0.4591,0.4448,0.4511,0.4511,0.4441,0.4511,0.5342,0.5671,0.6405,0.8477,0.9633,0.9769,1.0,0.9542,0.9277,0.9224,0.92,0.8763,0.7945,0.6733,0.6045,0.5262,0.4871,0.4717
Robin_education_Julius,2016-10-15,0.8642,0.8679,0.8128,0.8153,0.8122,0.8599,0.8642,0.912,0.9516,0.9994,1.0,0.9994,0.9913,0.9802,0.9808,0.974,0.9752,0.9442,0.9516,0.9262,0.8934,0.8518,0.8481,0.8295
Robin_education_Julius,2016-10-16,0.8562,0.8499,0.8404,0.8347,0.8366,0.8467,0.8569,0.8759,0.9196,0.9607,0.9588,0.9506,0.9493,0.9664,0.988,1.0,0.9943,0.9804,0.9683,0.9892,0.9531,0.8936,0.8702,0.8619
Robin_education_Julius,2016-10-17,0.4915,0.4704,0.4669,0.46,0.4589,0.4831,0.5699,0.6272,0.7237,0.8686,0.9535,0.9646,0.9969,1.0,0.9593,0.957,0.9174,0.887,0.8528,0.736,0.6226,0.5646,0.5423,0.5261
